"Time Stamp,""Umidade do ar"",""Temperatura do ar"",""Umidade do solo Z1 RAW"",""Umidade do solo Z1 %"",""Umidade do solo Z2 RAW"",""Umidade do solo Z2 %"",""Temperatura do solo"""
01/01/2020 00:00,99.9,22.9,18895,34.1,22417,27,24.2
01/01/2020 00:30,99.9,22.6,18916,34,22442,27,24
01/01/2020 01:00,99.9,22.5,18968,33.9,22505,26.9,23.7
01/01/2020 01:30,99.9,22.4,18985,33.9,22528,26.8,23.4
01/01/2020 02:00,99.9,22.3,18938,34,22492,26.9,23.2
01/01/2020 02:30,99.9,22.2,18984,33.9,22517,26.8,22.9
01/01/2020 03:00,99.9,22,18997,33.9,22576,26.7,22.7
01/01/2020 03:30,99.9,21.8,18993,33.9,22579,26.7,22.5
01/01/2020 04:00,99.9,21.7,19009,33.9,22599,26.7,22.4
01/01/2020 04:30,99.9,21.5,19008,33.9,22604,26.7,22.1
01/01/2020 05:00,99.9,21.3,18986,33.9,22593,26.7,22.1
01/01/2020 05:30,99.9,21.3,18995,33.9,22603,26.7,21.9
01/01/2020 06:00,99.9,21.5,19008,33.9,22619,26.6,21.8
01/01/2020 06:30,99.9,22.2,19008,33.9,22623,26.6,21.6
01/01/2020 07:00,99.8,23.3,19035,33.8,22635,26.6,21.4
01/01/2020 07:30,98.5,24,19025,33.8,22603,26.7,21.6
01/01/2020 08:00,97.4,24.7,19036,33.8,22593,26.7,21.8
01/01/2020 08:30,96.4,25.6,19044,33.8,22571,26.7,22.1
01/01/2020 09:00,95.6,26.4,19056,33.8,22552,26.8,22.6
01/01/2020 09:30,94.3,27.2,19053,33.8,22506,26.9,22.9
01/01/2020 10:00,93.1,28.4,19062,33.7,22493,26.9,23.6
01/01/2020 10:30,92.9,28.2,19053,33.8,22457,27,24.2
01/01/2020 11:00,91.8,29.1,19069,33.7,22449,27,24.8
01/01/2020 11:30,90.5,30.1,19094,33.7,22453,27,25.2
01/01/2020 12:00,88.5,30.5,19068,33.7,22403,27.1,25.9
01/01/2020 12:30,83.5,30.8,19056,33.8,22377,27.1,26.4
01/01/2020 13:00,76.1,31.5,19097,33.7,22397,27.1,27.1
01/01/2020 13:30,72.5,32.9,19106,33.7,22390,27.1,27.6
01/01/2020 14:30,66,32.5,19147,33.6,22402,27.1,28.6
01/01/2020 15:00,55.7,34.6,19135,33.6,22371,27.1,29.1
01/01/2020 15:30,57.8,36.3,19208,33.5,22370,27.1,29.9
01/01/2020 16:00,83,30.4,19180,33.5,22353,27.2,30.4
01/01/2020 16:30,83.4,30.3,19168,33.5,22409,27.1,30.1
01/01/2020 17:00,86.4,29.9,19185,33.5,22487,26.9,30.1
01/01/2020 17:30,85.4,29.1,19170,33.5,22506,26.9,29.8
01/01/2020 18:00,90.9,28.6,19156,33.6,22530,26.8,29.7
01/01/2020 18:30,93,27.2,19005,33.9,22414,27,29.1
01/01/2020 19:00,99.9,25.6,19022,33.8,22470,26.9,28.7
01/01/2020 19:30,99.9,24.9,19045,33.8,22548,26.8,28.1
01/01/2020 20:00,99.9,21.3,19014,33.8,22564,26.7,27.4
02/01/2020 09:00,99.9,22.3,19126,33.6,22874,26.1,21.4
02/01/2020 09:30,99.9,23.9,19183,33.5,22909,26.1,21.6
02/01/2020 10:00,99.9,25.8,19230,33.4,22922,26,21.9
02/01/2020 10:30,99.9,26.9,19186,33.5,22873,26.1,22.4
02/01/2020 11:00,99.9,27.6,19160,33.6,22846,26.2,22.9
02/01/2020 11:30,99.9,29.7,19182,33.5,22843,26.2,23.5
02/01/2020 12:00,99.9,30,19295,33.3,22915,26,24.1
02/01/2020 12:30,99.9,28.4,19297,33.3,22900,26.1,24.9
02/01/2020 13:00,98.3,31.1,19321,33.2,22910,26.1,25.2
02/01/2020 13:30,99.9,28.7,19319,33.2,22887,26.1,25.9
02/01/2020 14:00,99.9,24.7,19309,33.3,22892,26.1,26.2
02/01/2020 14:30,99.9,22.8,19242,33.4,22917,26,25.9
02/01/2020 15:00,99.9,24.5,19302,33.3,23068,25.7,25.5
02/01/2020 15:30,99.9,26,19342,33.2,23126,25.6,25.4
02/01/2020 16:00,99.9,23.6,19309,33.3,23113,25.6,25.2
02/01/2020 16:30,99.9,23.4,19321,33.2,23151,25.6,24.9
02/01/2020 17:00,99.9,23.5,19310,33.3,23164,25.5,24.6
02/01/2020 17:30,99.9,22.9,19298,33.3,23161,25.5,24.3
02/01/2020 18:00,99.9,23.3,19316,33.2,23183,25.5,24
02/01/2020 18:30,99.9,23.3,19248,33.4,23130,25.6,23.8
02/01/2020 19:00,99.9,22.2,19313,33.2,23187,25.5,23.8
02/01/2020 19:30,99.9,21.9,19133,33.6,23002,25.9,23.4
02/01/2020 20:00,99.9,21,19182,33.5,23069,25.7,23.2
02/01/2020 20:30,99.9,21,19200,33.5,23096,25.7,22.9
02/01/2020 21:00,99.9,21,19196,33.5,23120,25.6,22.4
02/01/2020 21:30,99.9,20.3,19220,33.4,23151,25.6,22.2
02/01/2020 22:00,99.9,20.9,19179,33.5,23110,25.7,21.9
02/01/2020 22:30,99.9,20.8,19212,33.4,23135,25.6,21.9
02/01/2020 23:00,99.9,21.1,19715,32.4,23677,24.5,21.7
02/01/2020 23:30,99.9,20.4,19734,32.4,23707,24.5,21.4
03/01/2020 00:00,99.9,20.4,19718,32.4,23702,24.5,21.2
03/01/2020 00:30,99.9,20.2,19747,32.4,23737,24.4,21.2
03/01/2020 01:00,99.9,19.8,19748,32.4,23747,24.4,20.9
03/01/2020 01:30,99.9,19.7,19687,32.5,23707,24.5,20.8
03/01/2020 02:00,99.9,19.7,19728,32.4,23747,24.4,20.6
03/01/2020 02:30,99.9,19.4,19741,32.4,23769,24.3,20.4
03/01/2020 03:00,99.9,19.2,19740,32.4,23774,24.3,20.1
03/01/2020 03:30,99.9,19.1,19731,32.4,23772,24.3,19.9
03/01/2020 04:00,99.9,19.2,19737,32.4,23777,24.3,19.8
03/01/2020 04:30,99.9,19.3,19721,32.4,23771,24.3,19.6
03/01/2020 05:00,99.9,19.4,19746,32.4,23795,24.3,19.5
03/01/2020 05:30,99.9,19.4,19737,32.4,23779,24.3,19.6
03/01/2020 06:00,99.9,19.5,19746,32.4,23787,24.3,19.5
03/01/2020 06:30,99.9,19.9,19757,32.4,23799,24.3,19.3
03/01/2020 07:00,99.9,20.2,19772,32.3,23808,24.3,19.4
03/01/2020 07:30,99.9,20.9,19764,32.3,23788,24.3,19.6
03/01/2020 08:00,99.9,20.8,19768,32.3,23786,24.3,19.6
03/01/2020 08:30,99.9,20.5,19746,32.4,23758,24.4,19.9
03/01/2020 09:00,99.9,21.8,19758,32.4,23760,24.4,19.9
03/01/2020 09:30,99.9,21.9,19763,32.3,23749,24.4,20.2
03/01/2020 10:00,99.9,23.7,17543,36.8,17506,36.9,21.4
03/01/2020 10:30,99.9,22.1,17675,36.5,17722,36.4,21.8
03/01/2020 11:00,99.9,24,17752,36.4,18183,35.5,21.8
03/01/2020 11:30,99.9,24.5,17780,36.3,18391,35.1,21.8
03/01/2020 12:00,99.9,21.5,17800,36.3,18457,35,22.1
03/01/2020 12:30,99.9,25.3,17826,36.2,18569,34.7,22
03/01/2020 13:00,99.9,25.9,17833,36.2,18652,34.6,22.3
03/01/2020 13:30,99.9,26.2,17867,36.1,18730,34.4,22.4
03/01/2020 14:00,99.9,23.1,17872,36.1,18878,34.1,22.8
03/01/2020 14:30,99.9,24.6,17877,36.1,18912,34,22.8
03/01/2020 15:00,99.9,25.2,17900,36.1,18983,33.9,23
03/01/2020 15:30,99.9,26.5,17973,35.9,19069,33.7,23.3
03/01/2020 16:00,99.9,25.9,17999,35.9,19125,33.6,23.6
03/01/2020 16:30,99.9,22.7,17985,35.9,19190,33.5,23.8
03/01/2020 17:00,99.9,22.1,17961,35.9,19246,33.4,23.6
03/01/2020 17:30,99.9,21.7,17938,36,19274,33.3,23.1
03/01/2020 18:00,99.9,21.1,17925,36,19294,33.3,22.8
03/01/2020 18:30,99.9,20.8,17903,36.1,19300,33.3,22.5
03/01/2020 19:00,99.9,20.6,17887,36.1,19298,33.3,22.2
03/01/2020 19:30,99.9,19.9,17837,36.2,19274,33.3,21.9
03/01/2020 20:00,99.9,19.5,17850,36.2,19303,33.3,21.6
03/01/2020 20:30,99.9,19,17853,36.2,19323,33.2,21.2
03/01/2020 21:00,99.9,19.2,17853,36.2,19328,33.2,20.8
03/01/2020 21:30,99.9,18.8,17827,36.2,19328,33.2,20.7
03/01/2020 22:00,99.9,18.6,17816,36.2,19324,33.2,20.4
03/01/2020 22:30,99.9,18.5,17811,36.2,19324,33.2,20
03/01/2020 23:00,99.9,18.4,17798,36.3,19298,33.3,19.8
03/01/2020 23:30,99.9,18.3,17810,36.3,19328,33.2,19.7
04/01/2020 00:00,99.9,18.5,17798,36.3,19333,33.2,19.6
04/01/2020 00:30,99.9,18.8,17800,36.3,19334,33.2,19.2
04/01/2020 01:00,99.9,19.1,17789,36.3,19292,33.3,19.1
04/01/2020 01:30,99.9,19,17805,36.3,19304,33.3,19.1
04/01/2020 02:00,99.9,19.2,17798,36.3,19305,33.3,18.9
04/01/2020 02:30,99.9,19.3,17788,36.3,19304,33.3,19.1
04/01/2020 03:00,99.9,19.4,17800,36.3,19319,33.2,18.9
04/01/2020 03:30,99.9,19.3,17808,36.3,19331,33.2,19
04/01/2020 04:00,99.9,19.2,17800,36.3,19331,33.2,18.9
04/01/2020 04:30,99.9,19.2,17807,36.3,19339,33.2,18.9
04/01/2020 05:00,99.9,19,17808,36.3,19346,33.2,18.9
04/01/2020 05:30,99.9,19.4,17811,36.2,19353,33.2,18.8
04/01/2020 06:00,99.9,19.5,17799,36.3,19348,33.2,18.9
04/01/2020 06:30,99.9,20.7,17824,36.2,19363,33.1,18.8
04/01/2020 07:00,99.9,20.9,17839,36.2,19372,33.1,19.1
04/01/2020 07:30,99.9,21.5,17842,36.2,19370,33.1,19.1
04/01/2020 08:00,99.9,23.6,17871,36.1,19357,33.2,19.1
04/01/2020 08:30,99.9,23.7,17887,36.1,19390,33.1,19.7
04/01/2020 09:00,99.9,24.4,17788,36.3,19289,33.3,20.1
04/01/2020 09:30,99.9,25.9,19261,30.4,17794,33.5,20.5
04/01/2020 10:00,99.9,26.7,19379,30.2,17894,33.3,21.1
04/01/2020 10:30,99.9,26.9,19399,30.1,17904,33.3,21.6
04/01/2020 11:00,99.9,27.2,19425,30.1,17937,33.2,22
04/01/2020 11:30,99.9,26.7,19446,30,17946,33.2,22.6
04/01/2020 12:00,99.9,25.4,19473,30,17949,33.2,23
04/01/2020 12:30,99.9,28,19484,30,17954,33.2,23.2
04/01/2020 13:00,99.9,26.4,19509,29.9,17980,33.1,23.6
04/01/2020 13:30,99.9,26.4,19553,29.8,17993,33.1,23.9
04/01/2020 14:00,99.9,26.9,19585,29.8,18003,33.1,24.2
04/01/2020 14:30,99.9,26.1,19611,29.7,18008,33.1,24.4
04/01/2020 15:00,99.9,22.9,19627,29.7,17989,33.1,24.3
04/01/2020 15:30,99.9,22.2,19658,29.6,17969,33.2,24.2
04/01/2020 16:00,99.9,21.4,19672,29.6,17951,33.2,23.8
04/01/2020 16:30,99.9,24.5,19674,29.6,17957,33.2,23.5
04/01/2020 17:00,99.9,22,19684,29.5,17968,33.2,23.1
04/01/2020 17:30,99.9,23,19678,29.6,17952,33.2,23.1
04/01/2020 18:00,99.9,21.3,19612,29.7,17887,33.3,22.9
04/01/2020 18:30,99.9,20.6,19690,29.5,17922,33.2,22.4
04/01/2020 19:00,99.9,20.4,19708,29.5,17905,33.3,22.4
04/01/2020 19:30,99.9,20.1,19713,29.5,17900,33.3,22
04/01/2020 20:00,99.9,20.2,19712,29.5,17899,33.3,21.6
04/01/2020 20:30,99.9,20,19710,29.5,17891,33.3,21.2
04/01/2020 21:00,99.9,19.9,19705,29.5,17880,33.3,21
04/01/2020 21:30,99.9,19,19685,29.5,17873,33.4,20.7
04/01/2020 22:00,99.9,19.4,19685,29.5,17866,33.4,20.6
04/01/2020 22:30,99.9,19.7,19670,29.6,17857,33.4,20.4
04/01/2020 23:00,99.9,20.3,19693,29.5,17875,33.3,20.2
04/01/2020 23:30,99.9,19.6,19596,29.7,17820,33.5,20.1
05/01/2020 00:00,99.9,19.5,19717,29.5,17891,33.3,20
05/01/2020 00:30,99.9,19.8,19708,29.5,17879,33.3,19.9
05/01/2020 01:00,99.9,19.2,19726,29.5,17892,33.3,19.9
05/01/2020 01:30,99.9,18.9,19709,29.5,17887,33.3,19.8
05/01/2020 02:00,99.9,18.9,19727,29.5,17890,33.3,19.6
05/01/2020 02:30,99.9,18.6,19732,29.4,17883,33.3,19.4
05/01/2020 03:00,99.9,18.3,19718,29.5,17863,33.4,19.5
05/01/2020 03:30,99.9,18,19731,29.5,17874,33.4,19.4
05/01/2020 04:00,99.9,18.2,19724,29.5,17869,33.4,19.2
05/01/2020 04:30,99.9,17.8,19724,29.5,17863,33.4,18.9
05/01/2020 05:00,99.9,18.7,19739,29.4,17871,33.4,18.9
05/01/2020 05:30,99.9,18.1,19732,29.4,17879,33.3,18.8
05/01/2020 06:00,99.9,18.5,19747,29.4,17874,33.4,18.8
05/01/2020 06:30,99.9,19.5,19758,29.4,17887,33.3,18.8
05/01/2020 07:00,99.9,19.7,19754,29.4,17888,33.3,18.6
05/01/2020 07:30,99.9,20.8,19748,29.4,17892,33.3,18.9
05/01/2020 08:00,99.9,22.6,19754,29.4,17919,33.3,18.9
05/01/2020 08:30,99.9,23.7,19714,29.5,17908,33.3,19.1
05/01/2020 09:00,99.9,23.8,19763,29.4,17945,33.2,19.5
05/01/2020 09:30,99.9,24.9,19774,29.4,17981,33.1,19.8
05/01/2020 10:00,99.9,24.1,19776,29.4,17990,33.1,20.2
05/01/2020 10:30,99.9,23.5,19792,29.3,17996,33.1,20.6
05/01/2020 11:00,99.9,25,19811,29.3,18021,33,21
05/01/2020 11:30,99.9,24.6,19806,29.3,18017,33.1,21.3
05/01/2020 12:00,99.9,23.5,19731,29.5,17965,33.2,21.4
05/01/2020 12:30,99.9,24.9,19872,29.2,18065,32.9,21.8
05/01/2020 13:00,99.9,27.7,19887,29.1,18116,32.8,22.1
05/01/2020 13:30,99.9,26.5,19908,29.1,18130,32.8,22.4
05/01/2020 14:00,99.9,28.2,19907,29.1,18158,32.8,22.8
05/01/2020 14:30,99.9,28.3,19929,29,18176,32.7,23.3
05/01/2020 15:00,99.9,27.3,19944,29,18185,32.7,23.8
05/01/2020 15:30,99.9,24.8,19974,28.9,18183,32.7,24
05/01/2020 16:00,99.9,23.3,20002,28.9,18180,32.7,24.2
05/01/2020 16:30,99.9,22.3,20015,28.9,18144,32.8,24
05/01/2020 17:00,99.9,21.6,20038,28.8,18125,32.8,23.7
05/01/2020 17:30,99.9,21.7,20048,28.8,18119,32.8,23.4
05/01/2020 18:00,99.9,21.2,20042,28.8,18111,32.9,23.2
05/01/2020 18:30,99.9,21,20051,28.8,18089,32.9,22.9
05/01/2020 19:00,99.9,21.3,19988,28.9,18043,33,22.6
05/01/2020 19:30,99.9,20.8,20042,28.8,18070,32.9,22.4
05/01/2020 20:00,99.9,20.9,20039,28.8,18059,33,22
05/01/2020 20:30,99.9,20.7,19928,29,17968,33.2,21.8
05/01/2020 21:00,99.9,21.1,19953,29,17993,33.1,21.7
05/01/2020 21:30,99.9,19.7,19897,29.1,17950,33.2,21.6
05/01/2020 22:00,99.9,20.3,19970,28.9,17964,33.2,21.2
05/01/2020 22:30,99.9,19.1,19956,29,17941,33.2,21.1
05/01/2020 23:00,99.9,18.5,20045,28.8,17929,33.2,20.8
05/01/2020 23:30,99.9,18.6,19970,28.9,17910,33.3,20.3
06/01/2020 00:00,99.9,18.6,19904,29.1,17901,33.3,19.9
06/01/2020 00:30,99.9,18.9,19839,29.2,17882,33.3,19.7
06/01/2020 01:00,99.9,18.8,19834,29.2,17897,33.3,19.4
06/01/2020 01:30,99.9,18.7,19808,29.3,17877,33.3,19.2
06/01/2020 02:00,99.9,19,19791,29.3,17876,33.3,19.1
06/01/2020 02:30,99.9,19.3,19785,29.3,17883,33.3,19.1
06/01/2020 03:00,99.9,19.1,19780,29.3,17873,33.4,19.1
06/01/2020 03:30,99.9,18.7,19779,29.4,17873,33.4,19.1
06/01/2020 04:00,99.9,18.8,19791,29.3,17877,33.3,18.9
06/01/2020 04:30,99.9,18.8,19786,29.3,17867,33.4,18.8
06/01/2020 05:00,99.9,18.7,19776,29.4,17867,33.4,18.7
06/01/2020 05:30,99.9,18.6,19781,29.3,17871,33.4,18.6
06/01/2020 06:00,99.9,18.8,19782,29.3,17880,33.3,18.6
06/01/2020 06:30,99.9,19,19768,29.4,17874,33.4,18.6
06/01/2020 07:00,99.9,19.6,19772,29.4,17901,33.3,18.4
06/01/2020 07:30,99.9,20.5,19767,29.4,17902,33.3,18.7
06/01/2020 08:00,99.9,21.4,19456,30,17654,33.8,18.9
06/01/2020 08:30,99.9,22.5,19499,29.9,17697,33.7,19.2
06/01/2020 09:00,99.9,23.7,19552,29.8,17743,33.6,19.6
06/01/2020 09:30,99.9,24.1,19560,29.8,17757,33.6,20.1
06/01/2020 10:00,99.9,25.7,19587,29.8,17802,33.5,20.7
06/01/2020 10:30,99.9,25.9,19711,29.5,17926,33.2,21.2
06/01/2020 11:00,99.9,27.1,19729,29.5,17937,33.2,21.8
06/01/2020 11:30,99.9,26.6,19754,29.4,17960,33.2,22.4
06/01/2020 12:00,99.9,27.8,19782,29.3,17978,33.1,22.8
06/01/2020 12:30,99.9,27.3,19818,29.3,17997,33.1,23.4
06/01/2020 13:00,99.9,28.2,19735,29.4,17937,33.2,23.8
06/01/2020 13:30,99.9,28.8,19852,29.2,18024,33,24.2
06/01/2020 14:00,99.9,29.8,19878,29.1,18042,33,24.6
06/01/2020 14:30,99.9,29.9,19898,29.1,18058,33,25.2
06/01/2020 15:00,99.7,29.9,19921,29.1,18077,32.9,25.6
06/01/2020 15:30,38,17.7,19805,29.3,18085,32.9,26.3
06/01/2020 16:00,95,31.1,19999,28.9,18254,32.6,27.1
06/01/2020 16:30,99.3,29.9,20024,28.8,18225,32.6,27.8
06/01/2020 17:00,99.3,29.3,20053,28.8,18219,32.6,27.9
06/01/2020 17:30,99.9,28.2,20022,28.8,18169,32.7,28.1
06/01/2020 18:00,99.9,27.2,20104,28.7,18191,32.7,27.8
06/01/2020 18:30,99.9,25.9,20121,28.6,18175,32.7,27.6
06/01/2020 19:00,99.9,25.4,20152,28.6,18182,32.7,27.5
06/01/2020 19:30,99.9,24.8,20094,28.7,18157,32.8,27.2
06/01/2020 20:00,99.9,24.6,20153,28.6,18160,32.8,26.9
06/01/2020 20:30,99.9,23.9,20178,28.5,18153,32.8,26.8
06/01/2020 21:00,99.9,23.8,20186,28.5,18136,32.8,26.4
06/01/2020 21:30,99.9,23.7,20175,28.5,18132,32.8,26.1
06/01/2020 22:00,99.9,23.3,20200,28.5,18125,32.8,25.8
06/01/2020 22:30,99.9,23.1,20179,28.5,18104,32.9,25.6
06/01/2020 23:00,99.9,22.8,20190,28.5,18102,32.9,25.3
06/01/2020 23:30,99.9,22.7,20218,28.4,18120,32.8,24.9
07/01/2020 00:00,99.9,23,20208,28.4,18102,32.9,24.9
07/01/2020 00:30,99.9,22.7,20207,28.5,18080,32.9,24.5
07/01/2020 01:00,99.9,22.5,20218,28.4,18084,32.9,24.1
07/01/2020 01:30,99.9,22.3,20178,28.5,18051,33,23.9
07/01/2020 02:00,99.9,22.1,20212,28.4,18065,32.9,23.6
07/01/2020 02:30,99.9,22,20224,28.4,18057,33,23.4
07/01/2020 03:00,99.9,21.6,20232,28.4,18064,33,23
07/01/2020 03:30,99.9,21.4,20169,28.5,18030,33,22.8
07/01/2020 04:00,99.9,21.2,20237,28.4,18061,33,22.4
07/01/2020 04:30,99.9,21.1,20240,28.4,18061,33,22.1
07/01/2020 05:00,99.9,21.2,20226,28.4,18040,33,22.1
07/01/2020 05:30,99.9,21.4,20213,28.4,18053,33,21.9
07/01/2020 06:00,99.9,21.9,20233,28.4,18044,33,21.6
07/01/2020 06:30,99.9,22.4,20227,28.4,18048,33,21.6
07/01/2020 07:00,99.9,23.4,20234,28.4,18073,32.9,21.4
07/01/2020 07:30,99.9,23.7,20218,28.4,18065,32.9,21.7
07/01/2020 08:00,99.9,24.6,20215,28.4,18073,32.9,21.8
07/01/2020 08:30,99.9,25.3,20197,28.5,18067,32.9,22.1
07/01/2020 09:00,99.9,26.2,20180,28.5,18072,32.9,22.2
07/01/2020 09:30,99.9,27.1,20206,28.5,18101,32.9,22.8
07/01/2020 10:00,99.9,28,20209,28.4,18111,32.9,23.2
07/01/2020 10:30,99.9,28.7,20204,28.5,18134,32.8,23.8
07/01/2020 11:00,99.9,28.5,20360,28.1,18285,32.5,24.2
07/01/2020 11:30,99.9,29,20355,28.1,18301,32.5,24.8
07/01/2020 12:00,99.9,29.6,20309,28.2,18260,32.5,25.2
07/01/2020 12:30,99.9,30.3,20409,28,18331,32.4,25.7
07/01/2020 13:00,99.9,30.5,20410,28,18341,32.4,26.1
07/01/2020 13:30,99.3,31.4,20362,28.1,18306,32.4,26.4
07/01/2020 14:00,99.3,31,20464,27.9,18388,32.3,27
07/01/2020 14:30,98.5,32.1,20449,27.9,18365,32.3,27.4
07/01/2020 15:00,99.9,31.9,20457,27.9,18395,32.3,27.8
07/01/2020 15:30,94.5,33.8,20466,27.9,18461,32.1,28.4
07/01/2020 16:00,89.4,33.9,20495,27.8,18533,32,28.9
07/01/2020 16:30,95.1,32.8,20482,27.9,18513,32,29.7
07/01/2020 17:00,98.2,30.9,20535,27.8,18516,32,29.8
07/01/2020 17:30,99.9,29.4,20552,27.7,18501,32,29.8
07/01/2020 18:00,99.9,27.9,20583,27.7,18516,32,29.6
07/01/2020 18:30,99.9,27.7,20552,27.7,18476,32.1,29.4
07/01/2020 19:00,99.9,26.8,20602,27.6,18482,32.1,29
07/01/2020 19:30,99.9,26.5,20617,27.6,18477,32.1,28.6
07/01/2020 20:00,99.9,26.1,20611,27.6,18465,32.1,28.4
07/01/2020 20:30,99.9,26.2,20626,27.6,18466,32.1,28
07/01/2020 21:00,99.9,25.4,20632,27.6,18475,32.1,27.7
07/01/2020 21:30,99.9,20.1,21309,26.1,20750,27.3,26.9
07/01/2020 22:00,99.9,20.1,20073,28.7,18712,31.6,25.2
07/01/2020 22:30,99.9,20.1,19651,29.6,18369,32.3,24.1
07/01/2020 23:00,99.9,20.7,19507,29.9,18143,32.8,23.3
07/01/2020 23:30,99.9,20.7,19527,29.9,18101,32.9,22.8
08/01/2020 00:00,99.9,20.7,19354,30.2,18013,33.1,22.3
08/01/2020 00:30,99.9,21,19315,30.3,18012,33.1,21.9
08/01/2020 01:00,99.9,21,19292,30.4,18019,33,21.8
08/01/2020 01:30,99.9,21.2,19255,30.5,18020,33,21.5
08/01/2020 02:00,99.9,21,19263,30.4,18022,33,21.4
08/01/2020 02:30,99.9,20.9,19264,30.4,18031,33,21.2
08/01/2020 03:00,99.9,20.9,19241,30.5,18036,33,20.9
08/01/2020 03:30,99.9,21,19212,30.5,17992,33.1,20.9
08/01/2020 04:00,99.9,21,19244,30.5,18019,33,20.9
08/01/2020 04:30,99.9,20.8,19252,30.5,18052,33,20.9
08/01/2020 05:00,99.9,20.9,19216,30.5,18037,33,20.9
08/01/2020 05:30,99.9,20.9,19209,30.5,18078,32.9,20.8
08/01/2020 06:00,99.9,20.9,19182,30.6,18128,32.8,20.8
08/01/2020 06:30,99.9,21.2,19163,30.6,18154,32.8,20.6
08/01/2020 07:00,99.9,21.7,19196,30.6,18307,32.4,20.8
08/01/2020 07:30,99.9,22.6,19199,30.6,18282,32.5,20.8
08/01/2020 08:00,99.9,23.5,19185,30.6,18441,32.2,21.1
08/01/2020 08:30,99.9,24.5,19209,30.5,18169,32.7,21.4
08/01/2020 09:00,99.9,26.2,19235,30.5,18047,33,21.8
08/01/2020 09:30,99.9,26.7,19243,30.5,18046,33,22.2
08/01/2020 10:00,99.9,27.6,19247,30.5,18026,33,22.8
08/01/2020 10:30,99.9,28.6,19280,30.4,18052,33,23.2
08/01/2020 11:00,99.9,29.1,19291,30.4,18030,33,23.7
08/01/2020 11:30,99.9,29.5,19352,30.2,18060,33,24.3
08/01/2020 12:00,99.9,30.4,19364,30.2,18053,33,25
08/01/2020 12:30,99.9,30.1,19449,30,18082,32.9,25.5
08/01/2020 13:00,99.9,30.4,19434,30.1,18063,33,25.8
08/01/2020 13:30,99.9,29.7,19529,29.9,18122,32.8,26.3
08/01/2020 14:00,99.9,31.7,19590,29.7,18147,32.8,26.8
08/01/2020 14:30,99.9,31.7,19616,29.7,18173,32.7,27.2
08/01/2020 15:00,99.9,29.4,19646,29.6,18185,32.7,27.6
08/01/2020 15:30,99.9,30.4,19668,29.6,18221,32.6,27.8
08/01/2020 16:00,99.9,28.6,19731,29.5,18227,32.6,28
08/01/2020 16:30,99.9,23.8,19765,29.4,18176,32.7,27.8
08/01/2020 17:00,99.9,24,19764,29.4,18127,32.8,27.3
08/01/2020 17:30,99.9,23.7,19759,29.4,18100,32.9,26.9
08/01/2020 18:00,99.9,23.6,19756,29.4,18096,32.9,26.6
08/01/2020 18:30,99.9,23.9,19797,29.3,18112,32.9,26.2
08/01/2020 19:00,99.9,23.1,19802,29.3,18095,32.9,26
08/01/2020 19:30,99.9,22,19820,29.3,18074,32.9,25.6
08/01/2020 20:00,99.9,21.6,19805,29.3,18049,33,25
08/01/2020 20:30,99.9,21.7,19802,29.3,18036,33,24.6
08/01/2020 21:00,99.9,22.2,19752,29.4,18029,33,24.1
08/01/2020 21:30,99.9,22.3,19738,29.4,18026,33,23.8
08/01/2020 22:00,99.9,22,19741,29.4,18020,33,23.6
08/01/2020 22:30,99.9,22,19737,29.4,18005,33.1,23.2
08/01/2020 23:00,99.9,22,19748,29.4,18008,33.1,23.1
08/01/2020 23:30,99.9,21.9,19737,29.4,18002,33.1,22.7
09/01/2020 00:00,99.9,21.7,19753,29.4,18006,33.1,22.4
09/01/2020 00:30,99.9,20.9,19681,29.6,17848,33.4,22.2
09/01/2020 01:00,99.9,20.6,19195,30.6,17729,33.7,21.7
09/01/2020 03:00,99.9,20.8,27403,13.3,18148,32.8,20.8
09/01/2020 03:30,99.9,20.7,27824,12.5,17862,33.4,20.5
09/01/2020 04:00,99.9,20.6,27487,13.2,17885,33.3,20.6
09/01/2020 04:30,99.9,20.6,27302,13.6,17988,33.1,20.5
09/01/2020 05:00,99.9,20.7,26792,14.6,17940,33.2,20.3
09/01/2020 05:30,99.9,20.7,26324,15.6,17908,33.3,20.4
09/01/2020 06:00,99.9,20.9,25986,16.3,17999,33.1,20.4
09/01/2020 06:30,99.9,21.2,25492,17.4,17999,33.1,20.3
09/01/2020 07:00,99.9,22,24372,19.7,18012,33.1,20.4
09/01/2020 07:30,99.9,23,24086,20.3,18032,33,20.4
09/01/2020 08:00,99.9,23.6,24110,20.3,18023,33,20.8
09/01/2020 08:30,99.9,24.8,23057,22.5,18013,33.1,21.1
09/01/2020 09:00,99.9,25.7,22036,24.6,18014,33.1,21.6
09/01/2020 09:30,99.9,27,20482,27.9,17992,33.1,22.2
09/01/2020 10:00,99.9,29,19773,29.4,17992,33.1,22.7
09/01/2020 10:30,99.9,29.8,19393,30.2,17998,33.1,23.4
09/01/2020 11:00,99.9,30.6,19148,30.7,18026,33,24.1
09/01/2020 11:30,99.9,29.4,19105,30.8,18048,33,24.8
09/01/2020 12:00,99.9,28.8,19144,30.7,18035,33,25.2
09/01/2020 12:30,99.9,31.3,19185,30.6,18058,33,25.6
09/01/2020 13:00,99.9,30.3,19215,30.5,18076,32.9,26.1
09/01/2020 13:30,99.9,29.3,19286,30.4,18109,32.9,26.5
